page_no,block_no,line_no,line,size,font_name,bbox_left,bbox_top,bbox_right,bbox_bottom
0,37,2,"Other:|||New Zealand, Australia (joint venture), India|||2|||(joint venture),","[8.0, 8.0, 4.664000034332275, 8.0]","['KTWYDH+VodafoneLt-Regular', 'KTWYDH+VodafoneLt-Regular', 'KTWYDH+VodafoneLt-Regular', 'KTWYDH+VodafoneLt-Regular']",73.70477294921875,338.63140869140625,261.3623046875,347.5954284667969
0,37,3,Kenya|||2|||(associate).,"[8.0, 4.664000034332275, 8.0]","['KTWYDH+VodafoneLt-Regular', 'KTWYDH+VodafoneLt-Regular', 'KTWYDH+VodafoneLt-Regular']",73.69828796386719,348.13140869140625,128.6042938232422,357.0954284667969
0,39,4,Notes:,[7.0],['KTWYDH+VodafoneLt-Regular'],73.70079803466797,376.15252685546875,92.341796875,383.9925231933594
0,39,5,1 Mobile services only. 2 M-Pesa services available.,[7.0],['KTWYDH+VodafoneLt-Regular'],73.70079803466797,383.6495361328125,210.89517211914062,391.4895324707031
0,39,0,Europe,[7.0],['KTWYDH+VodafoneLt-Regular'],301.8739929199219,368.176025390625,325.0159912109375,376.0160217285156
0,39,1,Rest of the World,[7.0],['KTWYDH+VodafoneLt-Regular'],301.8739929199219,375.676025390625,349.739990234375,383.5160217285156
0,39,2,Joint Ventures and Associates,[7.0],['KTWYDH+VodafoneLt-Regular'],301.8739929199219,383.176025390625,380.10174560546875,391.0160217285156
0,40,0,07,[18.0],['KTWYDH+VodafoneLt-Regular'],68.03250122070312,14.23133659362793,84.71849822998047,34.391334533691406
0,40,1,Vodafone Group Plc,[7.0],['KTWYDH+VodafoneRg-Bold'],110.07879638671875,16.794300079345703,171.15379333496094,24.634300231933594
0,40,2,Annual Report 2019,[7.0],['KTWYDH+VodafoneLt-Regular'],110.07879638671875,24.795276641845703,163.85487365722656,32.635276794433594
0,41,0,Overview,[7.0],['KTWYDH+VodafoneRg-Bold'],488.50390625,16.737720489501953,516.6425170898438,24.577720642089844
0,42,0,Strategic Report,[7.0],['KTWYDH+VodafoneRg-Bold'],488.50390625,29.239734649658203,536.5925903320312,37.079734802246094
0,43,0,Governance,[7.0],['KTWYDH+VodafoneRg-Bold'],488.50390625,41.74174880981445,523.9826049804688,49.581748962402344
0,44,0,Financials,[7.0],['KTWYDH+VodafoneRg-Bold'],488.50390625,54.2437629699707,518.9973754882812,62.083763122558594
0,45,0,Other information,[7.0],['KTWYDH+VodafoneRg-Bold'],488.50390625,66.74577331542969,541.95947265625,74.58577728271484
